0.00691885	0.9992816789
0.02075656	0.9989142804
0.03459427	0.9981798971
0.04843197	0.9974458675
0.06226968	0.9958877895
0.07610738	0.9935395561
0.08994509	0.9919561179
0.10378280	0.9896116433
0.11762050	0.9860391640
0.13145821	0.9831555405
0.14529591	0.9800122551
0.15913362	0.9755017447
0.17297133	0.9710972269
0.18680903	0.9669718295
0.20064674	0.9619960045
0.21448444	0.9561109785
0.22832215	0.9511618364
0.24215986	0.9453444982
0.25599756	0.9380834983
0.26983527	0.9316686819
0.28367297	0.9258178352
0.29751068	0.9182054083
0.31134839	0.9100491041
0.32518609	0.9032833827
0.33902380	0.8955371565
0.35286151	0.8863414123
0.36669921	0.8778950599
0.38053692	0.8693943446
0.39437462	0.8601783939
0.40821233	0.8503070604
0.42205004	0.8419666011
0.43588774	0.8320523406
0.44972545	0.8208920506
0.46356315	0.8108427578
0.47740086	0.8006814474
0.49123857	0.7903488813
0.50507627	0.7796907923
0.51891398	0.7696468557
0.53275168	0.7583176790
0.54658939	0.7461849176
0.56042710	0.7361881676
0.57426480	0.7245979550
0.58810251	0.7123716073
0.60194021	0.7004065268
0.61577792	0.6888174999
0.62961563	0.6772913532
0.64345333	0.6652204887
0.65729104	0.6540652660
0.67112875	0.6418065997
0.68496645	0.6288973025
0.69880416	0.6164157802
0.71264186	0.6046222130
0.72647957	0.5923860778
0.74031728	0.5797157580
0.75415498	0.5685520156
0.76799269	0.5561478514
0.78183039	0.5429959713
0.79566810	0.5316794643
0.80950581	0.5196810112
0.82334351	0.5071919599
0.83718122	0.4946390726
0.85101892	0.4828941092
0.86485663	0.4712457396
0.87869434	0.4585307062
0.89253204	0.4473871049
0.90636975	0.4355335745
0.92020745	0.4236267235
0.93404516	0.4118792536
0.94788287	0.4006598949
0.96172057	0.3893175162
0.97555828	0.3777709638
0.98939599	0.3678282740
1.00323369	0.3566857442
1.01707140	0.3454015188
1.03090910	0.3346307663
1.04474681	0.3242863418
1.05858452	0.3134954747
1.07242222	0.3028160178
1.08625993	0.2935942186
1.10009763	0.2838189341
1.11393534	0.2733324622
1.12777305	0.2642316586
1.14161075	0.2551563018
1.15544846	0.2456442124
1.16928616	0.2362986268
1.18312387	0.2277689664
1.19696158	0.2190499394
1.21079928	0.2100027893
1.22463699	0.2024699015
1.23847470	0.1941582413
1.25231240	0.1857860083
1.26615011	0.1781379003
1.27998781	0.1709925738
1.29382552	0.1635817671
1.30766323	0.1560750929
1.32150093	0.1495655405
1.33533864	0.1427914348
1.34917634	0.1359029211
1.36301405	0.1295969875
1.37685176	0.1236357254
1.39068946	0.1173493558
1.40452717	0.1112370208
1.41836487	0.1059377564
1.43220258	0.1005443370
1.44604029	0.0951114768
1.45987799	0.0901635616
1.47371570	0.0853768993
1.48755340	0.0805080189
1.50139111	0.0759509319
1.51522882	0.0719489268
1.52906652	0.0675725913
1.54290423	0.0633207870
1.55674194	0.0596838262
1.57057964	0.0559804736
1.58441735	0.0523055404
1.59825505	0.0489207255
1.61209276	0.0458789861
1.62593047	0.0427080472
1.63976817	0.0396860406
1.65360588	0.0371226259
1.66744358	0.0344002747
1.68128129	0.0318295750
1.69511900	0.0295585355
1.70895670	0.0272331424
1.72279441	0.0250144324
1.73663211	0.0229682756
1.75046982	0.0212396727
1.76430753	0.0194192116
1.77814523	0.0176780773
1.79198294	0.0162495243
1.80582064	0.0147843316
1.81965835	0.0133563357
1.83349606	0.0120595885
1.84733376	0.0109393977
1.86117147	0.0098171424
1.87500918	0.0087910136
1.88884688	0.0079120495
1.90268459	0.0070431774
1.91652229	0.0062379230
1.93036000	0.0055666176
1.94419771	0.0049421750
1.95803541	0.0043256832
1.97187312	0.0038005168
1.98571082	0.0033595845
1.99954853	0.0029223259
2.01338624	0.0025379011
2.02722394	0.0022340251
2.04106165	0.0019586364
2.05489935	0.0017110977
2.06873706	0.0015054448
2.08257477	0.0013469940
2.09641247	0.0012133796
2.11025018	0.0011053756
2.12408788	0.0010367843
2.13792559	0.0009764441
2.15176330	0.0009483392
2.16560100	0.0009411915
2.17943871	0.0009452313
2.19327642	0.0009719126
2.20711412	0.0010105129
2.22095183	0.0010618478
2.23478953	0.0011227197
2.24862724	0.0011989906
2.26246495	0.0012774521
2.27630265	0.0013554212
2.29014036	0.0014491183
2.30397806	0.0015453996
2.31781577	0.0016369390
2.33165348	0.0017344117
2.34549118	0.0018322758
2.35932889	0.0019308103
2.37316659	0.0020220839
2.38700430	0.0021198276
2.40084201	0.0022106154
2.41467971	0.0022936927
2.42851742	0.0023763608
2.44235512	0.0024539385
2.45619283	0.0025231809
2.47003054	0.0025880443
2.48386824	0.0026517857
